Name,Muscle,Equipment,Type,Video,Image 1,Image 2,Rating
Decline Dumbbell Bench Press,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32131m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/51/Male/m/51_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/51/Male/m/51_1.jpg,8.5
One Arm Dumbbell Bench Press,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29841m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/246/Male/m/246_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/246/Male/m/246_1.jpg,8.5
Straight-Arm Dumbbell Pullover,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32971m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/39/Male/m/39_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/39/Male/m/39_1.jpg,8.4
Incline Dumbbell Bench With Palms Facing In,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32391m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/37/Male/m/37_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/37/Male/m/37_1.jpg,8.4
Incline Dumbbell Flyes - With A Twist,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32411m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/50/Male/m/50_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/50/Male/m/50_2.jpg,8.3
Bent-Arm Dumbbell Pullover,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/54000/54771m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/40/Male/m/40_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/40/Male/m/40_2.jpg,8.2
Around The Worlds,chest,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/54000/54631m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/277/Male/m/277_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/277/Male/m/277_1.jpg,7.6
Low Cable Crossover,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/104922m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1621/Male/m/1621_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1621/Male/m/1621_1.jpg,9.1
Incline Cable Flye,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32381m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/181/Male/m/181_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/181/Male/m/181_1.jpg,9
Cable Crossover,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/31881m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/132/Male/m/132_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/132/Male/m/132_2.jpg,8.8
Incline Cable Chest Press,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/104892m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1591/Male/m/1591_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1591/Male/m/1591_2.jpg,8.7
Cable Chest Press,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/94000/94092m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_2.jpg,8.7
Single-Arm Cable Crossover,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/105332m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2101/Male/m/2101_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2101/Male/m/2101_1.jpg,8.6
Cable Iron Cross,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/105342m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2111/Male/m/2111_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2111/Male/m/2111_2.jpg,8.4
Standing Cable Chest Press,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/94000/94762m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/919/Male/m/919_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/919/Male/m/919_1.jpg,8.2
Flat Bench Cable Flyes,chest,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32261m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/162/Male/m/162_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/162/Male/m/162_1.jpg,7.3
Pushups,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/46000/46831m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/70/Female/m/70_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/70/Female/m/70_1.jpg,9.2
Incline Push-Up,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/98000/99772m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/883/Female/m/883_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/883/Female/m/883_1.jpg,8.8
Incline Push-Up Medium,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104832m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1531/Male/m/1531_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1531/Male/m/1531_2.jpg,8.7
Single-Arm Push-Up,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/98000/99882m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1361/Male/m/1361_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1361/Male/m/1361_1.jpg,8.6
Pushups (Close and Wide Hand Positions),chest,body only,strength,https://videos.bodybuilding.com/video/mp4/30000/30201m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/81/Male/m/81_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/81/Male/m/81_1.jpg,8.5
Push-Ups With Feet Elevated,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/30000/30211m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/103/Male/m/103_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/103/Male/m/103_2.jpg,8.5
Incline Push-Up Wide,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104822m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1521/Male/m/1521_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1521/Male/m/1521_2.jpg,8.5
Isometric Wipers,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104872m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1571/Male/m/1571_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1571/Male/m/1571_2.jpg,8.4
Clock Push-Up,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104882m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1581/Male/m/1581_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1581/Male/m/1581_3.jpg,8.4
Push-Up Wide,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104812m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1511/Male/m/1511_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1511/Male/m/1511_1.jpg,8.3
Close-Hands Push-Up,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/120000/120691m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4431/Male/m/4431_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4431/Male/m/4431_1.jpg,7.8
Tiger-Bend Push-Up,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/122000/122561m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4601/Male/m/4601_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4601/Male/m/4601_2.jpg,7.6
Plyo Push-up,chest,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/94000/94712m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/910/Male/m/910_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/910/Male/m/910_3.jpg,7.5
Isometric Chest Squeezes,chest,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/28000/29471m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/92/Male/m/92_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/92/Male/m/92_1.jpg,7.1
Push Up to Side Plank,chest,body only,strength,https://videos.bodybuilding.com/video/mp4/90000/90522m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/844/Male/m/844_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/844/Male/m/844_3.jpg,7.1
Barbell Bench Press - Medium Grip,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/54000/54651m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/360/Male/m/360_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/360/Male/m/360_2.jpg,9
Wide-Grip Decline Barbell Bench Press,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32691m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/m/35_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/m/35_2.jpg,8.9
Wide-Grip Barbell Bench Press,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32701m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/33/Male/m/33_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/33/Male/m/33_1.jpg,8.9
Decline Barbell Bench Press,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32101m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/34/Male/m/34_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/34/Male/m/34_3.jpg,8.9
Neck Press,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29811m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/274/Male/m/274_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/274/Male/m/274_1.jpg,8.8
Barbell Incline Bench Press Medium-Grip,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/116000/117671m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3311/Male/m/3311_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3311/Male/m/3311_2.jpg,8.8
Front Raise And Pullover,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/44000/45151m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/273/Female/m/273_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/273/Female/m/273_2.jpg,8.3
Barbell Bench Press-Wide Grip,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/116000/117651m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3301/Female/m/3301_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3301/Female/m/3301_1.jpg,7.6
Wide-Grip Decline Barbell Pullover,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/50000/50511m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/275/Female/m/275_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/275/Female/m/275_2.jpg,7.3
Barbell Guillotine Bench Press,chest,barbell,strength,https://videos.bodybuilding.com/video/mp4/42000/43971m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/305/Female/m/305_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/305/Female/m/305_2.jpg,6.7
Rickshaw Carry,forearms,other,strongman,https://videos.bodybuilding.com/video/mp4/76000/77012m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/m/742_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/m/742_1.jpg,9.6
Farmer's Walk,forearms,other,strongman,https://videos.bodybuilding.com/video/mp4/76000/77312m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/682/Male/m/682_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/682/Male/m/682_3.jpg,9.4
Wrist Roller,forearms,other,strength,https://videos.bodybuilding.com/video/mp4/32000/32641m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_1.jpg,9.1
Standing Olympic Plate Hand Squeeze,forearms,other,strength,https://videos.bodybuilding.com/video/mp4/32000/33111m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_2.jpg,8.6
Plate Pinch,forearms,other,strongman,https://videos.bodybuilding.com/video/mp4/30000/30091m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/237/Male/m/237_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/237/Male/m/237_1.jpg,8.3
Seated One-Arm Dumbbell Palms-Up Wrist Curl,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30561m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/m/386_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/m/386_1.jpg,9
Dumbbell Lying Supination,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32231m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/323/Male/m/323_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/323/Male/m/323_2.jpg,8.9
Dumbbell Lying Pronation,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32221m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/321/Male/m/321_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/321/Male/m/321_1.jpg,8.8
Palms-Up Dumbbell Wrist Curl Over A Bench,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30051m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3/Male/m/3_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3/Male/m/3_2.jpg,8.6
Seated Dumbbell Palms-Down Wrist Curl,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30481m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/385/Male/m/385_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/385/Male/m/385_1.jpg,8.4
Palms-Down Dumbbell Wrist Curl Over A Bench,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30051m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_1.jpg,8.4
Seated One-Arm Dumbbell Palms-Down Wrist Curl,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30551m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/387/Male/m/387_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/387/Male/m/387_1.jpg,8.3
Seated Dumbbell Palms-Up Wrist Curl,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30491m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/384/Male/m/384_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/384/Male/m/384_2.jpg,6.2
Partner Farmer's Walk Competition,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/118000/118631m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3671/Male/m/3671_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3671/Male/m/3671_2.jpg,5.3
Suitcase Dumbbell Carry,forearms,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/120000/120041m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4111/Male/m/4111_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4111/Male/m/4111_1.jpg,NA
Wrist Rotations with Straight Bar,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/104000/104132m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1691/Male/m/1691_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1691/Male/m/1691_1.jpg,9.5
Palms-Down Wrist Curl Over A Bench,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30061m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2/Male/m/2_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2/Male/m/2_1.jpg,9.5
Palms-Up Barbell Wrist Curl Over A Bench,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30071m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/390/Male/m/390_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/390/Male/m/390_2.jpg,9.4
Standing Palms-Up Barbell Behind The Back Wrist Curl,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/33041m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5/Male/m/5_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5/Male/m/5_2.jpg,9.3
Finger Curls,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/104000/104982m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1681/Male/m/1681_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1681/Male/m/1681_1.jpg,9.3
Seated Palms-Down Barbell Wrist Curl,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30571m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_2.jpg,9
Seated Palm-Up Barbell Wrist Curl,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30591m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/388/Male/m/388_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/388/Male/m/388_2.jpg,8.7
Partner Suitcase Carry Competition,forearms,barbell,strength,https://videos.bodybuilding.com/video/mp4/118000/118591m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3681/Male/m/3681_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3681/Male/m/3681_1.jpg,NA
V-Bar Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32811m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/177/Male/m/177_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/177/Male/m/177_2.jpg,8.9
Shotgun Row,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/105202m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1971/Male/m/1971_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1971/Male/m/1971_1.jpg,8.9
Close-Grip Front Lat Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32081m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/14/Male/m/14_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/14/Male/m/14_2.jpg,8.8
Rope Straight-Arm Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/106000/106972m.mp4,https://videos.bodybuilding.com/video/mp4/106000/106972m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2171/Male/m/2171_1.jpg,8.7
Wide-Grip Lat Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32681m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/10/Male/m/10_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/10/Male/m/10_1.jpg,8.6
Underhand Cable Pulldowns,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32851m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/139/Male/m/139_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/139/Male/m/139_2.jpg,8.5
Straight-Arm Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32961m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/11/Male/m/11_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/11/Male/m/11_1.jpg,8.3
Elevated Cable Rows,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32251m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/293/Male/m/293_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/293/Male/m/293_1.jpg,8.3
Kneeling Single-Arm High Pulley Row,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/105222m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1991/Male/m/1991_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1991/Male/m/1991_2.jpg,8.3
Full Range-Of-Motion Lat Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32301m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/182/Male/m/182_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/182/Male/m/182_2.jpg,8.1
Kneeling High Pulley Row,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/104000/105152m.mp4,https://videos.bodybuilding.com/video/mp4/104000/105152m.mp4,https://videos.bodybuilding.com/video/mp4/104000/105152m.mp4,7.9
One Arm Lat Pulldown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/94000/94702m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/904/Male/m/904_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/904/Male/m/904_2.jpg,7.3
Cable Incline Pushdown,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/31911m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/313/Male/m/313_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/313/Male/m/313_1.jpg,7.2
Wide-Grip Pulldown Behind The Neck,lats,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32671m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/15/Male/m/15_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/15/Male/m/15_2.jpg,7.1
Pullups,lats,body only,strength,https://videos.bodybuilding.com/video/mp4/30000/30171m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/46/Male/m/46_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/46/Male/m/46_1.jpg,9.2
Chin-Up,lats,body only,strength,https://videos.bodybuilding.com/video/mp4/28000/28721m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/129/Male/m/129_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/129/Male/m/129_2.jpg,9.1
Wide-Grip Pull-Up,lats,body only,strength,https://videos.bodybuilding.com/video/mp4/118000/119211m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3961/Male/m/3961_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3961/Male/m/3961_2.jpg,8.9
V-Bar Pullup,lats,body only,strength,https://videos.bodybuilding.com/video/mp4/32000/32801m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/140/Male/m/140_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/140/Male/m/140_2.jpg,8.8
Wide-Grip Rear Pull-Up,lats,body only,strength,https://videos.bodybuilding.com/video/mp4/32000/32661m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_1.jpg,8.7
Neutral-Grip Pull Ups,lats,body only,strength,https://videos.bodybuilding.com/video/mp4/118000/119191m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3951/Male/m/3951_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3951/Male/m/3951_1.jpg,8.2
Weighted Pull Ups,lats,other,strength,https://videos.bodybuilding.com/video/mp4/90000/91102m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/928/Male/m/928_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/928/Male/m/928_1.jpg,9.5
Rocky Pull-UpsPulldowns,lats,other,strength,https://videos.bodybuilding.com/video/mp4/30000/30341m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/m/279_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/m/279_2.jpg,9
Muscle Up,lats,other,strength,https://videos.bodybuilding.com/video/mp4/100000/100062m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1501/Male/m/1501_4.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1501/Male/m/1501_3.jpg,8.9
Rope Climb,lats,other,strength,https://videos.bodybuilding.com/video/mp4/100000/100322m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1441/Male/m/1441_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1441/Male/m/1441_2.jpg,8.7
Gironda Sternum Chins,lats,other,strength,https://videos.bodybuilding.com/video/mp4/32000/32311m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_2.jpg,8.5
Side To Side Chins,lats,other,strength,https://videos.bodybuilding.com/video/mp4/30000/30781m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/280/Male/m/280_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/280/Male/m/280_3.jpg,8.4
Band Assisted Pull-Up,lats,other,strength,https://videos.bodybuilding.com/video/mp4/90000/90552m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/849/Male/m/849_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/849/Male/m/849_1.jpg,7.6
Kipping Muscle Up,lats,other,strength,https://www.bodybuilding.com/exercises/exerciseImages/sequences/849/Male/m/849_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1471/Male/m/1471_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1471/Male/m/1471_1.jpg,7.2
London Bridges,lats,other,strength,https://videos.bodybuilding.com/video/mp4/104000/105212m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1981/Male/m/1981_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1981/Male/m/1981_4.jpg,7
One Handed Hang,lats,other,stretching,https://videos.bodybuilding.com/video/mp4/60000/60252m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/446/Male/m/446_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/446/Male/m/446_2.jpg,3.6
Overhead Lat,lats,other,stretching,https://videos.bodybuilding.com/video/mp4/60000/60272m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/609/Male/m/609_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/609/Male/m/609_1.jpg,1
